Authors,Title,status,notes,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Perumal, S.V., Joshi, U.M., Karthikeyan, S., Balasubramanian, R.",Biosorption of lead(II) and copper(II) from stormwater by brown seaweed Sargassum sp.: Batch and column studies,cut,cut,2007,Water Science and Technology,56,1,,277,285,,2,10.2166/wst.2007.462,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547669330&partnerID=40&md5=1fddb8cbac2aab9c77eb398f47c947bc,Conference Paper,Scopus,2-s2.0-34547669330
"Zhang, Y., Yang, Z.","Eco-efficiency of urban material metabolism: a case study in Shenzhen, China",cut,"cut. Indicator, rather than model.",2007,Acta Ecologica Sinica,27,8,,3124,3131,,30,10.1016/S1872-2032(07)60067-5,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548698694&partnerID=40&md5=73e62b10737f1b8dc19520d8362f7ed7,Article,Scopus,2-s2.0-34548698694
"Liu, Y., Chen, J., Mol, A.P.J., Ayres, R.U.",Comparative analysis of phosphorus use within national and local economies in China,cut,cut,2007,"Resources, Conservation and Recycling",51,2,,454,474,,17,10.1016/j.resconrec.2006.10.012,http://www.scopus.com/inward/record.url?eid=2-s2.0-34248380530&partnerID=40&md5=c9c132b80873593ab1b81bb3afed2a7d,Article,Scopus,2-s2.0-34248380530
"Zhang, H., Ma, W.-C., Ho, H.-H.",Recent advances in research on LUCC: Based urban ecological security,cut,Cut – can't access.,2007,Shengtai Xuebao/ Acta Ecologica Sinica,27,5,,2109,2117,,14,,http://www.scopus.com/inward/record.url?eid=2-s2.0-56049123922&partnerID=40&md5=1248cc71c0f799a2e63692edff0be063,Article,Scopus,2-s2.0-56049123922
"Garnier, J., Billen, G.","Production vs. Respiration in river systems: An indicator of an ""ecological status""",cut,cut,2007,Science of the Total Environment,375,1-3,,110,124,,12,10.1016/j.scitotenv.2006.12.006,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947110308&partnerID=40&md5=aaa009aa6e05248414845eb8aa478c58,Article,Scopus,2-s2.0-33947110308
"Zeng, Y., Yang, Z.-F., Liu, J.-L.",Prediction of the concentration of chlorophyll-a for Liuhai urban lakes in Beijing City,cut,cut,2006,Journal of Environmental Sciences,18,4,,827,831,,5,,http://www.scopus.com/inward/record.url?eid=2-s2.0-33749332110&partnerID=40&md5=e002eee6258af965740f4e9c7b67fb17,Article,Scopus,2-s2.0-33749332110
"Syphard, A.D., Franklin, J., Keeley, J.E.",Simulating the effects of frequent fire on southern california coastal shrublands,cut,cut,2006,Ecological Applications,16,5,,1744,1756,,52,10.1890/1051-0761(2006)016[1744:STEOFF]2.0.CO;2,http://www.scopus.com/inward/record.url?eid=2-s2.0-33749542467&partnerID=40&md5=8d4223823dc933aa3a81312d49627689,Article,Scopus,2-s2.0-33749542467
"Zhang, Y., Yang, Z., Li, W.",Analyses of urban ecosystem based on information entropy,keep,"Models urban ecosystem as producers, consumers and regenerators. Entropy-based indicators to measure the “evolution of the urban ecosystem”, based on the structure and mechanisms which govern the urban ecosystem. Can assess the “health, vigor and order in the urban ecosystem.” E.g. if all indicotrs are decreasing, then order is developing within the city.",2006,Ecological Modelling,197,1-2,,1,12,,50,10.1016/j.ecolmodel.2006.02.032,http://www.scopus.com/inward/record.url?eid=2-s2.0-33746039287&partnerID=40&md5=2d673a929b962e4d36ac96b2bce23d5a,Article,Scopus,2-s2.0-33746039287
"Kèlomé, N.C., Lévêque, J., Andreux, F., Milloux, M.-J., Oyédé, L.-M.","C4 plant isotopic composition (δ13C) evidence for urban CO2 pollution in the city of Cotonou, Benin (West Africa)",cut,Cut,2006,Science of the Total Environment,366,2-3,,439,447,,4,10.1016/j.scitotenv.2005.12.017,http://www.scopus.com/inward/record.url?eid=2-s2.0-33745853838&partnerID=40&md5=5033c4c8558f4a8309b8d83a2a4b76a4,Review,Scopus,2-s2.0-33745853838
"Zhang, Y., Yang, Z., Yu, X.",Measurement and evaluation of interactions in complex urban ecosystem,keep,"“measure an evaluate the interactions among various variables in the complex urban ecosystem (CUE), through employing an equilibrium model, a metaboism model and a harmonious development model.” Then develop indicators and use factor analysis. Equilib model: represent social and economic development pressures and support capacity of ecological envionrment. UM model based on thermodynamics. Harmonious development model. “a quantative model for analyzing the interactions among factors and determining the degree of urban ecological development that can be used to describe the potential for sustainable development of six Chinese cities”. ",2006,Ecological Modelling,196,1-2,,77,89,,46,10.1016/j.ecolmodel.2006.02.001,http://www.scopus.com/inward/record.url?eid=2-s2.0-33744540117&partnerID=40&md5=934c4dbf167fdc7e3fd7574daa41ce3b,Article,Scopus,2-s2.0-33744540117
"Shon, Z.-H., Kim, K.-H.",Photochemical oxidation of reduced sulfur compounds in an urban location based on short time monitoring data,cut,Cut,2006,Chemosphere,63,11,,1859,1869,,15,10.1016/j.chemosphere.2005.10.021,http://www.scopus.com/inward/record.url?eid=2-s2.0-33646945933&partnerID=40&md5=01b2e84861a5e418eafa76de8ffd82ea,Article,Scopus,2-s2.0-33646945933
"Puig, S., Corominas, Ll., Traore, A., Colomer, J., Balaguer, M.D., Colprim, J.",An on-line optimisation of a SBR cycle for carbon and nitrogen removal based on on-line pH and OUR: The role of dissolved oxygen control,cut,Cut,2006,Water Science and Technology,53,4-5,,171,178,,16,10.2166/wst.2006.121,http://www.scopus.com/inward/record.url?eid=2-s2.0-33646727341&partnerID=40&md5=ed5472a575a3e8dfba0792e741ffb183,Article,Scopus,2-s2.0-33646727341
"Makar, P.A., Gravel, S., Chirkov, V., Strawbridge, K.B., Froude, F., Arnold, J., Brook, J.","Heat flux, urban properties, and regional weather",cut,Cut. This is the effectof heat form human activitys on weather forecasting.,2006,Atmospheric Environment,40,15,,2750,2766,,39,10.1016/j.atmosenv.2005.11.061,http://www.scopus.com/inward/record.url?eid=2-s2.0-33646483095&partnerID=40&md5=b755b5ebf4f8c9bd51f993df83198dae,Article,Scopus,2-s2.0-33646483095
"Levine, R.S., Hughes, M., Mather, C.R.",Designing the future Sustainable City: Projecting sustainability from seven villages in China,cut,"Cut. Can't access full paper. But could be relevant, as it uses village systems dynamics models as a gaming tool to run what if scenarios to evaluate the state of the village system, to inform the evolution of “larger modern towns and cities from the villages”. (Similar to earlier.)",2005,"22nd International Conference, PLEA 2005: Passive and Low Energy Architecture - Environmental Sustainability: The Challenge of Awareness in Developing Societies, Proceedings",2,,,637,642,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84864546497&partnerID=40&md5=b80b0cb0f3435ef22b7cd874eca39820,Conference Paper,Scopus,2-s2.0-84864546497
"Dakhia, K., Berezowska, E.",Systemic model for planning a sustainable city,cut,Cut. Can't access.,2005,"22nd International Conference, PLEA 2005: Passive and Low Energy Architecture - Environmental Sustainability: The Challenge of Awareness in Developing Societies, Proceedings",2,,,747,750,,1,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649110151&partnerID=40&md5=d698aac9ff50941757c653733c46617a,Conference Paper,Scopus,2-s2.0-73649110151
"Huang, S.-L., Chen, C.-W.",Theory of urban energetics and mechanisms of urban development,keep,"develop theories of urban energetics, driving structure, economy and organisation.”a system model of urban econsystem is developed to investigate the relationships between eenrgy flows and urban development”. Based on energy diagram representation to conceptualise an urgban ecological system. Account emergy flows (e.g. renewables, nonrenewables, imports, exports, consumption, wastes, dollars). Calculate different indicators, by year (Table 2). Urban system model: structure, population, land etc. are stored, affected by energy flows, creating an 'energy circuit' (Odum). Simulations run,for evoluation of Taipei's urban ecololgical economic system. E.g. urgan assess accumpulate as money supply increases, levelling off according to carrying capacity limits. Can then use sensitivity analysis to “explore the effects of change of a specific flow rate on the system as a whole...”, e.g. developing land reduces biomass storage. Mature systems gain structure etc., which can be understood for energetic development.",2005,Ecological Modelling,189,1-2,,49,71,,69,10.1016/j.ecolmodel.2005.03.004,http://www.scopus.com/inward/record.url?eid=2-s2.0-27644572679&partnerID=40&md5=be5f2450ee1ce003c635e493840abd84,Article,Scopus,2-s2.0-27644572679
"Fung, M., Kennedy, C.A.",An integrated macroeconomic model for assessing urban sustainability,keep,"“macrolevel approach for integrating regional economic model with urban metaoblism models...”, founded on an econometric model. Economic model integrated with emissions model (simulating emissions from different sectors). Can forecast emissions increases acording to scenarios. “The significane of urban metabolims models is their power to produce parameters for practitioners to gauge the current enviornmental impacts made by and urban region...they are scientfically valid (base don principles of the conservation of mass and energy), representatvie, responsive,...allows policymakers to draw comparative analyses between different cities and different urban regions. Nevertheless, current urban metab olism models quantify environmental impacts but do not model the activities that drive thoe impacts. They identify symptoms without diagnosing the root problems. Metabolism models are limited in prescribing meaningful policies that are aims at the root cases mainly becausae they do not quantify the economic activities that drive the metabolism.” So this paper integrates with economic drivers. “statistical relationnships that approximate the long-term urban macroeconomic cycle”. f(population, outputs, labour) – fig. 2. GHGs predicted from underlaying economic model (rather than specifically from all sources). Break down by sector (residential, commercial etc.) to get emissions data. Relate growth of these sectors to components in the economic model and land-use model (e.g. economic growth, financial sector growth etc.). “The utility of the approach has been demonstrated by linking an urban GHG
emission model to the economic model. GHG emissions are calculated for each of
five sectors by the level of activity and the intensity of emissions. Levels of activity are
simulated by the economic model; for example, population and employment determine
housing starts, which drive residential emissions.”",2005,Environment and Planning B: Planning and Design,32,5,,639,656,,12,10.1068/b31113,http://www.scopus.com/inward/record.url?eid=2-s2.0-26844444567&partnerID=40&md5=e2270d81c6f4a48271ea9923b759d92d,Article,Scopus,2-s2.0-26844444567
"Yoder, C.A., Miller, L.A., Bynum, K.S.","Comparison of nicarbazin absorption in chickens, mallards, and Canada geese",cut,Cut,2005,Poultry Science,84,9,,1491,1494,,12,,http://www.scopus.com/inward/record.url?eid=2-s2.0-24744469229&partnerID=40&md5=689dc84acd935af6a93e7ae06a4e0e82,Article,Scopus,2-s2.0-24744469229
"Zhang, Y., Yang, Z.-F., Li, W.",Measurement and evaluation of interactive relationships in urban complex ecosystem,cut,Cut – not available in English,2005,Acta Ecologica Sinica,25,7,,1734,1740,,4,,http://www.scopus.com/inward/record.url?eid=2-s2.0-23244431969&partnerID=40&md5=34dedf63cbe696f86f34171c7025c790,Article,Scopus,2-s2.0-23244431969
"Moreno Borrell, S.",Local Agenda 21 as integrated replacement towards sustainability. Advance on its application in the province of Malaga [La Agenda 21 Local como respuesta integrada hacia la sostenibilidad. Avance sobre su aplicación en la provincia de Málaga],cut,Cut – can't find article/not in English.,2005,Estudios Geograficos,,259,,587,614,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-33645793260&partnerID=40&md5=3d95df05866330569c0fb9590d5b7a2a,Article,Scopus,2-s2.0-33645793260
"Tett, P., Lee, J.-Y.",N:Si ratios and the 'balance of organisms': PROWQM simulations of the northern North Sea,cut,cut,2005,Journal of Sea Research,54,1 SPEC. ISS.,,70,91,,7,10.1016/j.seares.2005.02.012,http://www.scopus.com/inward/record.url?eid=2-s2.0-20644471863&partnerID=40&md5=19279e75c670cf544240276654dd6516,Conference Paper,Scopus,2-s2.0-20644471863
"Smith, S.R., Lang, N.L., Cheung, K.H.M., Spanoudaki, K.",Factors controlling pathogen destruction during anaerobic digestion of biowastes,cut,cut,2005,Waste Management,25,4 SPEC. ISS.,,417,425,,49,10.1016/j.wasman.2005.02.010,http://www.scopus.com/inward/record.url?eid=2-s2.0-18144396565&partnerID=40&md5=95b4e9d67b03690decb261aa9a1d07e1,Conference Paper,Scopus,2-s2.0-18144396565
"Liu, J., Wang, R., Yang, J.",Metabolism and driving forces of Chinese urban household consumption,cut,Cut – just considers household metabolism,2005,Population and Environment,26,4,,325,341,,15,10.1007/s11111-005-3345-8,http://www.scopus.com/inward/record.url?eid=2-s2.0-17844385817&partnerID=40&md5=68a69337989acb1967e16555611261e7,Article,Scopus,2-s2.0-17844385817
"Fischer-Kowalski, M., Krausmann, F., Smetschka, B.",Modeling scenarios of transport across history from socio-metabolic perspective,maybe,"Can only access abstract, but could be of interest. From emplirical relations in 19C Europe, calculate transport volumes for hunter and gatherer and agrarian societies to show transport vol necessarily rises faster than society size and material wealth, this limiting the size of urban populations. This is because of “the agrarian energy metabolism”: more land etc. required to power transportation → increase territory → travel distances. This 'explodes' under industrialised systems, with fossil fuels.",2004,Review,27,4,,307,338,,16,,http://www.scopus.com/inward/record.url?eid=2-s2.0-14944344916&partnerID=40&md5=eb15dc09bc784ff4b4cf3fa20b43e573,Article,Scopus,2-s2.0-14944344916
"Costa, A., Marchettini, N., Facchini, A.",Developing the urban metabolism approach into a new urban metabolic model,keep,"“influence that institutional activities [planning and other decisions] have on urban sustainability” – important feedbacks. Relates conceptual modelling to urban governance. “New urban economic model (NUMM”), introduces institutions into Wolman's and Newman's models (fig 4). Tool to support the decision-making process.",2004,Advances in Architecture Series,18,,,31,40,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-4644252950&partnerID=40&md5=eb62a76564266a4ddc820459de7ff878,Conference Paper,Scopus,2-s2.0-4644252950
"Lenzen, M., Dey, C., Foran, B.",Energy requirements of Sydney households,keep,"Models household energy requirements for 14 statistical subdivisions of Sydney from I-O and household expenditure data, using multivariate regression analysis and structural path analysis to interpret results. Finds correlations between energy use and income, housheold size, etc. SPA finds differences between inner and outer areas of Sydney. Informs energy reduction methods.",2004,Ecological Economics,49,3,,375,399,,108,10.1016/j.ecolecon.2004.01.019,http://www.scopus.com/inward/record.url?eid=2-s2.0-3543145513&partnerID=40&md5=5077b023fbf0268761402953cad3cb02,Article,Scopus,2-s2.0-3543145513
"Zimmermann, S., Sures, B.",Significance of platinum group metals emitted from automobile exhaust gas converters for the biosphere,cut,cut,2004,Environmental Science and Pollution Research,11,3,,194,199,,51,,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942711605&partnerID=40&md5=a516ed8c2e36625af811226d87593133,Review,Scopus,2-s2.0-2942711605
"Pillon, A., Gomez, E., Gauthier, P., Escande, A., Boussioux, A.M., Duchesne, M.J., Pèlegrin, A., Casellas, C., Nicolas, J.C., Balaguer, P.",Reporter cell lines to study the estrogenic activity of xenoestrogens in vitro and in vivo [Étude in vitro et in vivo de l'activité biologique de xéno-œstrogènes à l'aide de modèles cellulaires bioluminescents],cut,cut,2004,Techniques - Sciences - Methodes,,4,,93,101,,1,,http://www.scopus.com/inward/record.url?eid=2-s2.0-4444268175&partnerID=40&md5=a73bf08a07cd8fce3e56ef4a9571e88b,Article,Scopus,2-s2.0-4444268175
"Davies, L.",Environmental Health Criteria 230: Nitrobenzene,cut,cut,2003,Environmental Health Criteria,,230,,i,265,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-14544272849&partnerID=40&md5=cedd5094bb650e823e613cd23d97a13e,Review,Scopus,2-s2.0-14544272849
"Sørensen, M., Autrup, H., Møller, P., Hertel, O., Jensen, S.S., Vinzents, P., Knudsen, L.E., Loft, S.",Linking exposure to environmental pollutants with biological effects,cut,cut,2003,Mutation Research - Reviews in Mutation Research,544,2-3,,255,271,,144,10.1016/j.mrrev.2003.06.010,http://www.scopus.com/inward/record.url?eid=2-s2.0-0344823696&partnerID=40&md5=3aa674420ee6780c7763f79ea0075829,Conference Paper,Scopus,2-s2.0-0344823696
"Paing, J., Picot, B., Sambuco, J.P.",Emission of H2S and mass balance of sulfur in anaerobic ponds,cut,cut,2003,Water Science and Technology,48,2,,227,234,,9,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042641663&partnerID=40&md5=8e1c95c0a1e1fa91fe39b769dfea106d,Conference Paper,Scopus,2-s2.0-0042641663
"Wang, H., Hondzo, M., Xu, C., Poole, V., Spacie, A.",Dissolved oxygen dynamics of streams draining an urbanized and an agricultural catchment,cut,cut,2003,Ecological Modelling,160,1-2,,145,161,,27,10.1016/S0304-3800(02)00324-1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037301482&partnerID=40&md5=9ca42b9bcf3e89d5f603f455ae5baab3,Article,Scopus,2-s2.0-0037301482
"Fusco, G.","Conceptual modelling of the interaction between transportation, land use and the environment as a tool for selecting sustainability indicators of urban mobility",maybe,"Looks interesting, but can't access article.",2002,CyberGeo,2002,,,,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-52649136682&partnerID=40&md5=e50164bc337edff281df8b74b1755025,Conference Paper,Scopus,2-s2.0-52649136682
"Bogunovich, D.",Eco-tech cities: Smart metabolism for a green urbanism,cut,Cut. Not a model.,2002,Advances in Architecture Series,14,,,75,84,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-3343013144&partnerID=40&md5=695d7b6ba2f27287aee7bc8fc112e032,Conference Paper,Scopus,2-s2.0-3343013144
"Abdul-Talib, S., Hvitved-Jacobsen, T., Vollertsen, J., Ujang, Z.","Anoxic transformations of wastewater organic matter in sewers - Process kinetics, model concept and wastewater treatment potential",cut,Cut,2002,Water Science and Technology,45,3,,53,60,,16,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036187870&partnerID=40&md5=9806020696e2414b82c8fa4654de2c24,Conference Paper,Scopus,2-s2.0-0036187870
"Pacione, M.",The future of the city - Cities of the future,cut,Cut. Can't access article.,2001,Geography,86,4,,275,286,,5,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034780239&partnerID=40&md5=2efd3260037dd989c1fde32e24a60ec1,Article,Scopus,2-s2.0-0034780239
"Decker, E.H., Elliott, S., Smith, F.A., Blake, D.R., Rowland, F.S.",Energy and material flow through the urban ecosystem,cut,Cut. Reviews data and models to understand energy and material processes of urban systems. E.g. simulations of single cities in developed countries. “Urban biogeochemical fluxes are only rarely modeled”. Most advanced models deal with air quality. Doesn't introduce any models.,2000,Annual Review of Energy and the Environment,25,,,685,740,,174,10.1146/annurev.energy.25.1.685,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034510760&partnerID=40&md5=3fac80b9cd6a7733b0cda54c6271eb3a,Article,Scopus,2-s2.0-0034510760
"Satoh, H., Okuda, E., Mino, T., Matsuo, T.",Calibration of kinetic parameters in the IAWQ Activated Sludge Model: A pilot scale experience,cut,Cut,2000,Water Science and Technology,42,3-4,,29,34,,9,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033743758&partnerID=40&md5=0419c1cb5d694d838e16e2153ce6a61e,Conference Paper,Scopus,2-s2.0-0033743758
"Hvitved-Jacobsen, T., Vollertsen, J., Tanaka, N.",An integrated aerobic/anaerobic approach for prediction of sulfide formation in sewers,cut,Cut,2000,Water Science and Technology,41,6,,107,115,,20,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033863891&partnerID=40&md5=1ac7a2fcf76bfe4d63ffe0582d10d133,Conference Paper,Scopus,2-s2.0-0033863891
"Nagumo, T., Hatano, R.",Impact of nitrogen cycling associated with production and consumption of food on nitrogen pollution of stream water,cut,Cut,2000,Soil Science and Plant Nutrition,46,2,,325,342,,28,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033920355&partnerID=40&md5=02925662f745b8338583484de1373989,Article,Scopus,2-s2.0-0033920355
"Heath, R.L.",Biochemical processes in an ecosystem: How should they be measured?,cut,Cut,1999,"Water, Air, and Soil Pollution",116,1-2,,279,298,,11,10.1023/A:1005208306712,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033216721&partnerID=40&md5=f6ee8074741d88af8e414fdc302653d9,Conference Paper,Scopus,2-s2.0-0033216721
"Newman, P.W.G.",Sustainability and cities: Extending the metabolism model,keep,"Conceptual model, expanding on Wolman to consider 'livabilty' [health, employment etc.] (not just resource inputs and waste outputs). Assess the sustainability of cities, e.g. apply to industrial area to measure resource flows asd also ecnomic parameters and worker health and safety",1999,Landscape and Urban Planning,44,4,,219,226,,169,10.1016/S0169-2046(99)00009-2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033198891&partnerID=40&md5=544f0931e70865ac9e1201a50d7ce29f,Article,Scopus,2-s2.0-0033198891
"Kröger, G., Pietsch, J., Ufermann, K.",Environmental accounting on a communal level: A tool to support environmental management and decision-making by communal executives,keep,"Maybe cut, as details on what's going on in terms of modelling aren't particularly clear. Spatial and temporal characterisation (relationships between systems). “we are
developing a new foundation basis for spatial planning by
characterising the material input and output of different areas
and uses in a community. Especially in the field of the
anthropogenic water household of cities and area, we try to
build up a specific model and an evaluation system. ”",1999,Environmental Science and Pollution Research,6,3,,170,174,,1,,http://www.scopus.com/inward/record.url?eid=2-s2.0-2442744580&partnerID=40&md5=997a740609c3cddba0a0102f14fa9fba,Article,Scopus,2-s2.0-2442744580
"Baccini, P.",Understanding regional metabolism for a sustainable development of urban systems,cut,Can't access. Doesn't describe modelling.,1996,Environmental Science and Pollution Research,3,2,,108,111,,18,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029800737&partnerID=40&md5=52357bc2bba13a105a35b644e7259f4d,Review,Scopus,2-s2.0-0029800737
"Tsirtsis, G.E.",A simulation model for the description of a eutrophic system with emphasis on the microbial processes,cut,cut,1995,Water Science and Technology,32,9-10,,189,196,,14,10.1016/0273-1223(96)00090-X,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029416090&partnerID=40&md5=bedf4bdff752748e77803fb8964e1bb4,Conference Paper,Scopus,2-s2.0-0029416090
"Mega, V.",Improving the urban environment: European challenges,cut,Cut – can't find article.,1994,Ambio,23,7,,451,454,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028551787&partnerID=40&md5=325ea15e76c994eabdb3a7b09f33ded5,,Scopus,2-s2.0-0028551787
"Howarth, R.W., Fruci, J.R., Sherman, D.",Inputs of sediment and carbon to an estuarine ecosystem: influence of land use,cut,cut,1991,Ecological Applications,1,1,,27,39,,94,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0026284398&partnerID=40&md5=8a7fa9b1430a567e97f7b99df37ff28c,,Scopus,2-s2.0-0026284398
"Haque, A., Gruttke, H., Kratz, W., Kielhorn, U., Weigmann, G., Meyer, G., Bornkamm, R., Schuphan, I., Ebing, W.",Environmental fate and distribution of sodium [14C] pentachlorophenate in a section of urban wasteland ecosystem,cut,cut,1988,"Science of the Total Environment, The",68,C,,127,139,,2,10.1016/0048-9697(88)90366-X,http://www.scopus.com/inward/record.url?eid=2-s2.0-0023824170&partnerID=40&md5=61e2e7ae405dcaf44c66d4418641c746,Article,Scopus,2-s2.0-0023824170
"Tornquist, S., Toftgård, R., Wicklund, L.","Pharmacokinetic investigation of the fate of particle adsorbed polycyclic aromatic hydrocarbons in the isolated, perfused and ventilated rat lung. I. DNA binding, dose-dependent metabolism, and bioavailability, using benzo(a)pyrene as the model compound",cut,cut,1985,Environment International,11,2-4,,347,354,,,10.1016/0160-4120(85)90028-5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0021952561&partnerID=40&md5=4bf52ee5832e3481cf99b106a45aaab4,Article,Scopus,2-s2.0-0021952561
"Barfknecht, T.R.",Toxicology of soot,cut,cut,1983,Progress in Energy and Combustion Science,9,3,,199,237,,46,10.1016/0360-1285(83)90002-3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0021014787&partnerID=40&md5=561c556f62f626c4cc5770091e8fdd90,Article,Scopus,2-s2.0-0021014787
"Olson, S.",Urban metabolism and morphogenesis.,maybe,"looks interesting, but can't access full article.",1982,Urban Geography,3,2,,87,109,,5,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0020421864&partnerID=40&md5=c17800c55ba8d8fb467c4b651d6873dc,,Scopus,2-s2.0-0020421864
[No author name available],"TRACE SUBSTANCES IN ENVIRONMENTAL HEALTH - 11, 1977.",cut,cut,1978,,,,,,,485,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017913905&partnerID=40&md5=dec92c4e961beee29fc71a750e3b4c14,,Scopus,2-s2.0-0017913905
"Newcombe, K., Kalma, J.D., Aston, A.R.",The metabolism of a ctiy: the case of Hong Kong,cut,Can't find article.,1978,Ambio,7,1,,3,15,,84,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017903774&partnerID=40&md5=9582983e446b897bf3c5440377c4247a,,Scopus,2-s2.0-0017903774
