"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Bonhivers, J.-C., Svensson, E., Sorin, M.V., Berntsson, T.S., Stuart, P.R.","Energy transfer diagram for site-wide analysis and application to a kraft pulp mill",2015,"Applied Thermal Engineering",75,,,547,560,,1,"10.1016/j.applthermaleng.2014.09.045","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921514816&partnerID=40&md5=4c0d6b25deec430319336f8baec874d2","Article","Scopus","2-s2.0-84921514816"
"Piao, M.J., Li, Y.P., Huang, G.H., Nie, S.","Risk analysis for Shanghai's electric power system under multiple uncertainties",2015,"Energy",87,,,104,119,,,"10.1016/j.energy.2015.04.059","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930872423&partnerID=40&md5=3c1b4aecd29a36b81e0167a46a607094","Article","Scopus","2-s2.0-84930872423"
"Xavier, C.A.N., Moset, V., Wahid, R., Møller, H.B.","The efficiency of shredded and briquetted wheat straw in anaerobic co-digestion with dairy cattle manure",2015,"Biosystems Engineering",139,,,16,24,,1,"10.1016/j.biosystemseng.2015.07.008","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939864156&partnerID=40&md5=c98ad2fe810bf43774fb3c925593b22b","Article","Scopus","2-s2.0-84939864156"
"di Maria, F., Micale, C.","Life cycle analysis of management options for organic waste collected in an urban area",2015,"Environmental Science and Pollution Research",22,1,,248,263,,1,"10.1007/s11356-014-3330-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922228611&partnerID=40&md5=b2b54a75c87106f48c33177440dfcdd4","Article","Scopus","2-s2.0-84922228611"
"Everard, M., McInnes, R.","Systemic solutions for multi-benefit water and environmental management",2013,"Science of the Total Environment","461-462",,,170,179,,11,"10.1016/j.scitotenv.2013.05.010","http://www.scopus.com/inward/record.url?eid=2-s2.0-84878447728&partnerID=40&md5=98f7c5cc51b9e990a8f623c4caf1c558","Article","Scopus","2-s2.0-84878447728"
"Malik, R., Ramteke, D.S., Wate, S.R.","Adsorption of malachite green on groundnut shell waste based powdered activated carbon",2007,"Waste Management",27,9,,1129,1138,,137,"10.1016/j.wasman.2006.06.009","http://www.scopus.com/inward/record.url?eid=2-s2.0-34250636275&partnerID=40&md5=00d896bc03902e79cc1ef83c3955e4e9","Article","Scopus","2-s2.0-34250636275"
"Li, Y.P., Huang, G.H., Nie, S.L., Liu, L.","Inexact multistage stochastic integer programming for water resources management under uncertainty",2008,"Journal of Environmental Management",88,1,,93,107,,58,"10.1016/j.jenvman.2007.01.056","http://www.scopus.com/inward/record.url?eid=2-s2.0-42949132328&partnerID=40&md5=f0806363c812acfb0b3426fe6d3ba704","Article","Scopus","2-s2.0-42949132328"
"Zuo, Z., Wu, S., Qi, X., Dong, R.","Performance enhancement of leaf vegetable waste in two-stage anaerobic systems under high organic loading rate: Role of recirculation and hydraulic retention time",2015,"Applied Energy",147,,,279,286,,,"10.1016/j.apenergy.2015.03.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924764616&partnerID=40&md5=bd9b073df6f82226ca8581b6bef68744","Article","Scopus","2-s2.0-84924764616"
"Tan, I.S., Lee, K.T.","Enzymatic hydrolysis and fermentation of seaweed solid wastes for bioethanol production: An optimization study",2014,"Energy",78,,,53,62,,3,"10.1016/j.energy.2014.04.080","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920775236&partnerID=40&md5=3b14fc1847d10235f5c49239a0fc0c72","Article","Scopus","2-s2.0-84920775236"
"Baschuk, J.J., Li, X.","Modelling of polymer electrolyte membrane fuel cell stacks based on a hydraulic network approach",2004,"International Journal of Energy Research",28,8,,697,724,,29,"10.1002/er.993","http://www.scopus.com/inward/record.url?eid=2-s2.0-2942648073&partnerID=40&md5=9dd5d11fe4963d8d1fb92198e56fc1ac","Article","Scopus","2-s2.0-2942648073"
"Li, Y.P., Huang, G.H.","Integrated modeling for optimal municipal solid waste management strategies under uncertainty",2011,"Journal of Environmental Engineering",137,9,,842,853,,2,"10.1061/(ASCE)EE.1943-7870.0000393","http://www.scopus.com/inward/record.url?eid=2-s2.0-80052851490&partnerID=40&md5=c7b76e2d5eac81639d1724814cd62ce8","Article","Scopus","2-s2.0-80052851490"
"Bilton, A.M., Dubowsky, S.","A computer architecture for the automatic design of modular systems with application to photovoltaic reverse osmosis",2014,"Journal of Mechanical Design, Transactions of the ASME",136,10,101401,,,,2,"10.1115/1.4027879","http://www.scopus.com/inward/record.url?eid=2-s2.0-84904727098&partnerID=40&md5=390e1e663f7cafb672056f5320fdcb6f","Article","Scopus","2-s2.0-84904727098"
"Vlková, L., Pekárek, V., Pacáková, V., Karban, J., Bureš, M., Štulík, K.","Dechlorination ability of municipal waste incineration fly ash for polychlorinated phenols",2004,"Chemosphere",56,10,,935,942,,4,"10.1016/j.chemosphere.2004.05.002","http://www.scopus.com/inward/record.url?eid=2-s2.0-3242725690&partnerID=40&md5=eb438875d088fbb6466d250000b4c42f","Article","Scopus","2-s2.0-3242725690"
"Yang, Q., Yi, J., Luo, K., Jing, X., Li, X., Liu, Y., Zeng, G.","Improving disintegration and acidification of waste activated sludge by combined alkaline and microwave pretreatment",2013,"Process Safety and Environmental Protection",91,6,,521,526,,14,"10.1016/j.psep.2012.12.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-84888432109&partnerID=40&md5=4cd7559337f5d44a99409a9f935de985","Article","Scopus","2-s2.0-84888432109"
"Li, Y.P., Huang, G.H., Chen, X.","Multistage scenario-based interval-stochastic programming for planning water resources allocation",2009,"Stochastic Environmental Research and Risk Assessment",23,6,,781,792,,36,"10.1007/s00477-008-0258-y","http://www.scopus.com/inward/record.url?eid=2-s2.0-67649586643&partnerID=40&md5=b830acafa82899288a21a6fd4290e0e9","Article","Scopus","2-s2.0-67649586643"
"Caballero, J.A., Navarro, M.A., Ruiz-Femenia, R., Grossmann, I.E.","Integration of different models in the design of chemical processes: Application to the design of a power plant",2014,"Applied Energy",124,,,256,273,,2,"10.1016/j.apenergy.2014.03.018","http://www.scopus.com/inward/record.url?eid=2-s2.0-84897384013&partnerID=40&md5=f7d971a49fed3fa0bb70cf13548c0300","Article","Scopus","2-s2.0-84897384013"
"Khiewwijit, R., Temmink, H., Rijnaarts, H., Keesman, K.J.","Energy and nutrient recovery for municipal wastewater treatment: How to design a feasible plant layout?",2015,"Environmental Modelling and Software",68,,,156,165,,3,"10.1016/j.envsoft.2015.02.011","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924280478&partnerID=40&md5=bcde8eaf87764713c7c425227eb6fc8b","Article","Scopus","2-s2.0-84924280478"
"Wu, J.W., Hu, E.J., Biggs, M.J.","Thermodynamic cycles of adsorption desalination system",2012,"Applied Energy",90,1,,316,322,,12,"10.1016/j.apenergy.2011.04.049","http://www.scopus.com/inward/record.url?eid=2-s2.0-80055059381&partnerID=40&md5=975ca875adfa77209cfcc93504f94b7c","Article","Scopus","2-s2.0-80055059381"
"Mandade, P., Bakshi, B.R., Yadav, G.D.","Ethanol from Indian agro-industrial lignocellulosic biomass—a life cycle evaluation of energy, greenhouse gases, land and water",2015,"International Journal of Life Cycle Assessment",20,12,,1649,1658,,,"10.1007/s11367-015-0966-8","http://www.scopus.com/inward/record.url?eid=2-s2.0-84947488259&partnerID=40&md5=8c13c22e18027210cf990d8a9fcaf50b","Article","Scopus","2-s2.0-84947488259"
"Hernandez, E.A., Uddameri, V.","Simulation-optimization model for water management in hydraulic fracturing operations | Modèle de simulation et d’optimisation de la gestion de l’eau dans les opérations de fracturation hydraulique | Modelo simulação-otimização para gestão da água em operações de fraturamento hidráulico | Modelo de simulación y optimización para la gestión del agua en operaciones de fracturación hidráulica",2015,"Hydrogeology Journal",23,6,,1247,1265,,,"10.1007/s10040-015-1249-y","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939252801&partnerID=40&md5=fd5297b03729a77308b99af741f117a1","Article","Scopus","2-s2.0-84939252801"
"Medina-Herrera, M., Rodríguez-García, A., Montoya-Herrera, L., Cárdenas-Mijangos, J., Godínez-Mora-Tovar, L.A., Bustos-Bustos, E., Rodríguez-Valadez, F.J., Manríquez-Rocha, J.","Anaerobic digestion of slaughterhouse solid waste for the optimization of biogas production",2014,"International Journal of Environmental Research",8,2,,483,492,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897827858&partnerID=40&md5=d835efee754c4e8ff5f0c53ae90b9359","Article","Scopus","2-s2.0-84897827858"
"Hosseini, M., Dincer, I., Ahmadi, P., Avval, H.B., Ziaasharhagh, M.","Thermodynamic modelling of an integrated solid oxide fuel cell and micro gas turbine system for desalination purposes",2013,"International Journal of Energy Research",37,5,,426,434,,6,"10.1002/er.1945","http://www.scopus.com/inward/record.url?eid=2-s2.0-84875542442&partnerID=40&md5=c55c37b25901f76e7cd6f1ccf706f2b5","Article","Scopus","2-s2.0-84875542442"
"Mehrpooya, M., Hemmatabady, H., Ahmadi, M.H.","Optimization of performance of Combined Solar Collector-Geothermal Heat Pump Systems to supply thermal load needed for heating greenhouses",2015,"Energy Conversion and Management",97,,,382,392,,3,"10.1016/j.enconman.2015.03.073","http://www.scopus.com/inward/record.url?eid=2-s2.0-84926619012&partnerID=40&md5=3b75be1ec1162c24e0f13e7488d08888","Article","Scopus","2-s2.0-84926619012"
"Kuokkanen, M., Kuokkanen, T., Stoor, T., Niinimäki, J., Pohjonen, V.","Chemical methods in the development of eco-efficient wood-based pellet production and technology",2009,"Waste Management and Research",27,6,,561,571,,8,"10.1177/0734242X08100654","http://www.scopus.com/inward/record.url?eid=2-s2.0-68649100470&partnerID=40&md5=7f64e87a9d1812219bd6f7af4bf65f46","Article","Scopus","2-s2.0-68649100470"
"Jianchang, L., Luoping, Z., Yuzhen, Z., Hongbing, D.","Trade-off between water pollution prevention, agriculture profit, and farmer practice—an optimization methodology for discussion on land-use adjustment in China",2015,"Environmental Monitoring and Assessment",187,1,,,,,,"10.1007/s10661-014-4104-z","http://www.scopus.com/inward/record.url?eid=2-s2.0-84919884608&partnerID=40&md5=2650cb9f7dd3982caf2c3f29aad73f64","Article","Scopus","2-s2.0-84919884608"
"Tyagi, V.K., Lo, S.-L., Appels, L., Dewil, R.","Ultrasonic treatment of waste sludge: A review on mechanisms and applications",2014,"Critical Reviews in Environmental Science and Technology",44,11,,1220,1288,,14,"10.1080/10643389.2013.763587","http://www.scopus.com/inward/record.url?eid=2-s2.0-84900034707&partnerID=40&md5=445feec5eb1262aff37e9ffe1f8e4733","Article","Scopus","2-s2.0-84900034707"
"Uysal, M., Ar, I.","Removal of Cr(VI) from industrial wastewaters by adsorption. Part I: Determination of optimum conditions",2007,"Journal of Hazardous Materials",149,2,,482,491,,84,"10.1016/j.jhazmat.2007.04.019","http://www.scopus.com/inward/record.url?eid=2-s2.0-34548825975&partnerID=40&md5=7d1393f0062bcb2d1749968260af56b5","Article","Scopus","2-s2.0-34548825975"
"Song, L.-J., Zhu, N.-W., Yuan, H.-P., Hong, Y., Ding, J.","Enhancement of waste activated sludge aerobic digestion by electrochemical pre-treatment",2010,"Water Research",44,15,,4371,4378,,22,"10.1016/j.watres.2010.05.052","http://www.scopus.com/inward/record.url?eid=2-s2.0-77955274754&partnerID=40&md5=6166e0078b8ffd12ec75860dfc542025","Article","Scopus","2-s2.0-77955274754"
"Côté, P., Weirun, Z., Gierlich, H.H., Natarajan, P., Taniguchi, Y.","State-of-the-art techniques in reverse osmosis, nanofiltration and 1 electrodialysis in drinking-water supply",1996,"Water Supply",14,"3-4",,289,319,,2,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029662991&partnerID=40&md5=f84243d32cc9e4331a97b3ee312aceaa","Article","Scopus","2-s2.0-0029662991"
"Srinu Naik, S., Pydi Setty, Y.","Optimization of parameters using response surface methodology and genetic algorithm for biological denitrification of wastewater",2014,"International Journal of Environmental Science and Technology",11,3,,823,830,,2,"10.1007/s13762-013-0266-4","http://www.scopus.com/inward/record.url?eid=2-s2.0-84900354758&partnerID=40&md5=b09511dec8b9e689a479adaa5d4abe70","Article","Scopus","2-s2.0-84900354758"
"Balaji, R., Yaakob, O.","An analysis of shipboard waste heat availability for ballast water treatment",2012,"Proceedings of the Institute of Marine Engineering, Science and Technology Part A: Journal of Marine Engineering and Technology",11,2,,15,29,,6,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84873587579&partnerID=40&md5=6db1c1cbe9f7787cb2e6a4447c8a4cae","Article","Scopus","2-s2.0-84873587579"
"Zhang, H., Matsuto, T.","Mass and element balance in food waste composting facilities",2010,"Waste Management",30,"8-9",,1477,1485,,6,"10.1016/j.wasman.2010.02.029","http://www.scopus.com/inward/record.url?eid=2-s2.0-77953614687&partnerID=40&md5=5666efc65eb84b05eecb18e0dd667528","Article","Scopus","2-s2.0-77953614687"
"Shenoy, A.U., Shenoy, U.V.","Continuous targeting and network design for zero wastewater discharge in water system integration",2015,"Journal of Cleaner Production",87,1,,627,641,,1,"10.1016/j.jclepro.2014.09.033","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922432219&partnerID=40&md5=a100847ac56ce7376779b8352ae6ec77","Article","Scopus","2-s2.0-84922432219"
"Lester, J.N., Soares, A., San Martin, D., Harper, P., Jefferson, B., Brigg, J., Wood, E., Cartmell, E.","A novel approach to the anaerobic treatment of municipal wastewater in temperate climates through primary sludge fortification",2009,"Environmental Technology",30,10,,985,994,,9,"10.1080/09593330903029424","http://www.scopus.com/inward/record.url?eid=2-s2.0-70349280731&partnerID=40&md5=d1b3d60c535ec33cd1026a25ef6b6173","Article","Scopus","2-s2.0-70349280731"
"Moreno-Cárdenas, E.L., Zapata-Zapata, A.D., Álvarez-Mejía, F.","Analysis of hydrogen production by anaerobic fermentation from urban organic waste | Análisis de la producción de hidrógeno por fermentación anaerobia de residuos orgánicos urbanos",2015,"DYNA (Colombia)",82,189,,127,133,,,"10.15446/dyna.v82n189.42461","http://www.scopus.com/inward/record.url?eid=2-s2.0-84926506720&partnerID=40&md5=4326e02ba8b92f804a9dba48c0d60672","Article","Scopus","2-s2.0-84926506720"
"Hossain, S.N., Bari, S.","Additional power generation from waste energy of diesel engine using parallel flow shell and tube heat exchanger",2014,"Journal of Engineering for Gas Turbines and Power",136,1,11401,,,,,"10.1115/1.4025345","http://www.scopus.com/inward/record.url?eid=2-s2.0-84888163491&partnerID=40&md5=c2927e8292ac42dbd81e799ab4d77af1","Article","Scopus","2-s2.0-84888163491"
"Miyazaki, T., Nikai, I., Akisawa, A.","Simulation analysis of an open-cycle adsorption air conditioning system-numeral modeling of a fixed bed dehumidification unit and the maisotsenko cycle cooling unit",2011,"International Journal of Energy for a Clean Environment",12,"2-4",,341,354,,3,"10.1615/InterJEnerCleanEnv.2012005977","http://www.scopus.com/inward/record.url?eid=2-s2.0-84881282956&partnerID=40&md5=4450f26ad715f0092965755756e7c4e5","Article","Scopus","2-s2.0-84881282956"
"Dai, C., Cai, X.H., Cai, Y.P., Huo, Q., Lv, Y., Huang, G.H.","An interval-parameter mean-CVaR two-stage stochastic programming approach for waste management under uncertainty",2014,"Stochastic Environmental Research and Risk Assessment",28,2,,167,187,,2,"10.1007/s00477-013-0738-6","http://www.scopus.com/inward/record.url?eid=2-s2.0-84890982010&partnerID=40&md5=73708f59862685a0fd976c14b9a73556","Article","Scopus","2-s2.0-84890982010"
"Iftikhar, A.R., Bhatti, H.N., Hanif, M.A., Nadeem, R.","Kinetic and thermodynamic aspects of Cu(II) and Cr(III) removal from aqueous solutions using rose waste biomass",2009,"Journal of Hazardous Materials",161,"2-3",,941,947,,92,"10.1016/j.jhazmat.2008.04.040","http://www.scopus.com/inward/record.url?eid=2-s2.0-56349130562&partnerID=40&md5=ad3bbe7804f363fa7e578b6b384205e3","Article","Scopus","2-s2.0-56349130562"
"D'Ippolito, S.A., Yori, J.C., Iturria, M.E., Pieck, C.L., Vera, C.R.","Analysis of a two-step, noncatalytic, supercritical biodiesel production process with heat recovery",2007,"Energy and Fuels",21,1,,339,346,,40,"10.1021/ef060183w","http://www.scopus.com/inward/record.url?eid=2-s2.0-33846983522&partnerID=40&md5=6954838946d150c8705e4f8a4b785d57","Article","Scopus","2-s2.0-33846983522"
"Zhu, S., Deng, K., Qu, S.","Thermodynamic analysis of an in-cylinder waste heat recovery system for internal combustion engines",2014,"Energy",67,,,548,556,,3,"10.1016/j.energy.2014.02.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84895924535&partnerID=40&md5=07c53eb3ff3ab243207884e46ae92be4","Article","Scopus","2-s2.0-84895924535"
"Gelegenis, J., Georgakakis, D., Angelidaki, I., Christopoulou, N., Goumenaki, M.","Optimization of biogas production from olive-oil mill wastewater, by codigesting with diluted poultry-manure",2007,"Applied Energy",84,6,,646,663,,65,"10.1016/j.apenergy.2006.12.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-34047115909&partnerID=40&md5=83b9dfb24a271bb9e763b8d08ac597cf","Article","Scopus","2-s2.0-34047115909"
"Qiu, Y., Sego, D.C.","Optimum deposition for sub-aerial tailings disposal: Model applications",2007,"International Journal of Mining, Reclamation and Environment",21,1,,65,74,,2,"10.1080/17480930600906177","http://www.scopus.com/inward/record.url?eid=2-s2.0-34547396321&partnerID=40&md5=f0dfbe62edaf89fa77c9907d0b653b6b","Article","Scopus","2-s2.0-34547396321"
"Lu, H.W., Huang, G.H., Zhang, Y.M., He, L.","Strategic agricultural land-use planning in response to water-supplier variation in a China's rural region",2012,"Agricultural Systems",108,,,19,28,,7,"10.1016/j.agsy.2011.10.007","http://www.scopus.com/inward/record.url?eid=2-s2.0-84863340817&partnerID=40&md5=c1a23a606dd8e0124b10c2b258d72977","Article","Scopus","2-s2.0-84863340817"
