"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Borandegi, M., Nezamzadeh-Ejhieh, A.","Enhanced removal efficiency of clinoptilolite nano-particles toward Co(II) from aqueous solution by modification with glutamic acid",2015,"Colloids and Surfaces A: Physicochemical and Engineering Aspects",479,,,35,45,,,"10.1016/j.colsurfa.2015.03.040","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928734490&partnerID=40&md5=87fd15aed80d6236b3f7fefa2566bb93","Article","Scopus","2-s2.0-84928734490"
"Meir, I.A., Peeters, A., Pearlmutter, D., Halasah, S., Garb, Y., Davis, J.-M.","An assessment of regional constraints, needs and trends",2012,"Advances in Building Energy Research",6,2,,173,211,,2,"10.1080/17512549.2012.740209","http://www.scopus.com/inward/record.url?eid=2-s2.0-84871059816&partnerID=40&md5=c3336a43d56240ffa78ba9adcc5d19e3","Article","Scopus","2-s2.0-84871059816"
"Rovira, A., Muñoz, M., Sánchez, C., Martínez-Val, J.M.","Proposal and study of a balanced hybrid Rankine-Brayton cycle for low-to-moderate temperature solar power plants",2015,"Energy",89,,7783,305,317,,,"10.1016/j.energy.2015.05.128","http://www.scopus.com/inward/record.url?eid=2-s2.0-84941880085&partnerID=40&md5=e2896296522904f6260c72e9396c7c7f","Article","Scopus","2-s2.0-84941880085"
"Li, M., Wang, J., Li, S., Dai, Y.","Experimental study and numerical simulation of a regenerative ORC utilizing low-grade heat source",2015,"Journal of Energy Engineering",141,3,4014011,,,,,"10.1061/(ASCE)EY.1943-7897.0000165","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939525245&partnerID=40&md5=386d0f39b379c74ec57fa8c7cb67bdc3","Article","Scopus","2-s2.0-84939525245"
"Ramalingam, S.G., Pré, P., Giraudet, S., Le Coq, L., Le Cloirec, P., Baudouin, O., Déchelotte, S.","Recovery comparisons-Hot nitrogen V s steam regeneration of toxic dichloromethane from activated carbon beds in oil sands process",2012,"Journal of Hazardous Materials","205-206",,,222,228,,4,"10.1016/j.jhazmat.2011.12.062","http://www.scopus.com/inward/record.url?eid=2-s2.0-84856227750&partnerID=40&md5=d16354a5e29681cc2ba53b0d4bf01941","Article","Scopus","2-s2.0-84856227750"
"Yusuf, M.O.L., Debora, A., Ogheneruona, D.E.","Ambient temperature kinetic assessment of biogas production from co-digestion of horse and cow dung",2011,"Research in Agricultural Engineering",57,3,,97,104,,8,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053392228&partnerID=40&md5=2674131aa5c8dde2c5db8dfcaf11b69f","Article","Scopus","2-s2.0-80053392228"
"Guimarães, L.D.N., Gens, A., Olivella, S.","Coupled thermo-hydro-mechanical and chemical analysis of expansive clay subjected to heating and hydration",2007,"Transport in Porous Media",66,3,,341,372,,32,"10.1007/s11242-006-0014-z","http://www.scopus.com/inward/record.url?eid=2-s2.0-33847003713&partnerID=40&md5=5346ee802b51fa10ad7c37e12c30d10c","Article","Scopus","2-s2.0-33847003713"
"Goldstein, R.J., Eckert, E.R.G., Ibele, W.E., Patankar, S.V., Simon, T.W., Kuehn, T.H., Strykowski, P.J., Tamma, K.K., Heberlein, J.V.R., Davidson, J.H., Bischof, J., Kulacki, F.A., Kortshagen, U., Garrick, S.","Heat transfer - A review of 2001 literature",2003,"International Journal of Heat and Mass Transfer",46,11,,1887,1992,,38,"10.1016/S0017-9310(02)00529-X","http://www.scopus.com/inward/record.url?eid=2-s2.0-0037400429&partnerID=40&md5=e901fc1b37858f50264e2d174af4f031","Article","Scopus","2-s2.0-0037400429"
"Jennings, A.A., Mehta, N., Mohan, S.","Superfund decision analysis in presence of uncertainty",1994,"Journal of Environmental Engineering (United States)",120,5,,1132,1150,,2,"10.1061/(ASCE)0733-9372(1994)120:5(1132)","http://www.scopus.com/inward/record.url?eid=2-s2.0-0028500952&partnerID=40&md5=0446452ffb2358704a549caca6b0e6dd","Article","Scopus","2-s2.0-0028500952"
"Chang, K., Chang, H.","Cutting CO2 intensity targets of interprovincial emissions trading in China",2016,"Applied Energy",163,,,211,221,,,"10.1016/j.apenergy.2015.10.146","http://www.scopus.com/inward/record.url?eid=2-s2.0-84947999018&partnerID=40&md5=a8d8bc6178b463c713e0b126808767aa","Article","Scopus","2-s2.0-84947999018"
"Liu, J., Bangert, K.","Effect of nitrogen source in low-cost media on biomass and lipid productivity of nannochloropsis salina for large-scale biodiesel production",2015,"Environmental Progress and Sustainable Energy",34,1,,297,303,,1,"10.1002/ep.11967","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920931303&partnerID=40&md5=f1bbc586e1695d4388cdc03d4a801f6d","Article","Scopus","2-s2.0-84920931303"
"Saadon, S., Gaillard, L., Giroux-Julien, S., Ménézo, C.","Simulation study of a naturally-ventilated building integrated photovoltaic/thermal (BIPV/T) envelope",2016,"Renewable Energy",87,,,517,531,,,"10.1016/j.renene.2015.10.016","http://www.scopus.com/inward/record.url?eid=2-s2.0-84946415885&partnerID=40&md5=9284f46ae95e5a372a83dd951d7cc561","Article","Scopus","2-s2.0-84946415885"
"Karaoǧlu, M.H., Uǧurlu, M.","Kinetic and equilibrium studies of methylene blue biosorption by vineyard pruning waste",2010,"Fresenius Environmental Bulletin",19,"12 B",,3199,3208,,2,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79952645850&partnerID=40&md5=6337654393fb5ec3ec8d81fd6069d3c8","Article","Scopus","2-s2.0-79952645850"
"Balat, M.","Global trends on the processing of bio-fuels",2008,"International Journal of Green Energy",5,3,,212,238,,38,"10.1080/15435070802107322","http://www.scopus.com/inward/record.url?eid=2-s2.0-46849101305&partnerID=40&md5=480fcc06185b21b9fafe0e12fe551c60","Article","Scopus","2-s2.0-46849101305"
"Duygu Ozsoy, H., van Leeuwen, J.","Fungal Biosorption of Ni (II) Ions",2012,"Green Energy and Technology",62,,,45,58,,,"10.1007/978-1-4471-2324-8_3","http://www.scopus.com/inward/record.url?eid=2-s2.0-84883186440&partnerID=40&md5=6e7cd48115b4bc0527da6b9a0f777656","Article","Scopus","2-s2.0-84883186440"
"Grady Jr., C.P.L., Roper Jr., R.E.","A model for the bio-oxidation process which incorporates the viability concept",1974,"Water Research",8,7,,471,483,,14,"10.1016/0043-1354(74)90079-7","http://www.scopus.com/inward/record.url?eid=2-s2.0-0016078348&partnerID=40&md5=5ceac02afdd076c2c2829f017f50b7b5","Article","Scopus","2-s2.0-0016078348"
"Kurt, M., Aksoy, A., Sanin, F.D.","Evaluation of solar sludge drying alternatives by costs and area requirements",2015,"Water Research",82,,,47,57,,,"10.1016/j.watres.2015.04.043","http://www.scopus.com/inward/record.url?eid=2-s2.0-84947034689&partnerID=40&md5=37bd9769bcf254faa19ff3b0d35c802e","Article","Scopus","2-s2.0-84947034689"
"Benjamin, M.F.D., Tan, R.R., Razon, L.F.","Probabilistic multi-disruption risk analysis in bioenergy parks via physical input-output modeling and analytic hierarchy process",2015,"Sustainable Production and Consumption",1,,,22,33,,1,"10.1016/j.spc.2015.05.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84940456472&partnerID=40&md5=237a493c7f34005a2339f214d365ca93","Article","Scopus","2-s2.0-84940456472"
"Fertu, D.I.T., Gavrilescu, M.","Application of natural zeolites as sorbents in the clean-up of aqueous streams",2012,"Environmental Engineering and Management Journal",11,4,,867,878,,8,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862489314&partnerID=40&md5=32c8ff88449223b8307af0d61e9fc543","Article","Scopus","2-s2.0-84862489314"
"Zhang, Y., Øverland, M., Shearer, K.D., Sørensen, M., Mydland, L.T., Storebakken, T.","Optimizing plant protein combinations in fish meal-free diets for rainbow trout (Oncorhynchus mykiss) by a mixture model",2012,"Aquaculture","360-361",,,25,36,,6,"10.1016/j.aquaculture.2012.07.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-84864416580&partnerID=40&md5=3ffbbc6b885c7e28dedbee38a4413826","Article","Scopus","2-s2.0-84864416580"
"Gazda, W., Stanek, W.","Influence of power source type on energy effectiveness and environmental impact of cooling system with adsorption refrigerator",2014,"Energy Conversion and Management",87,,,1107,1115,,2,"10.1016/j.enconman.2014.05.015","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908692721&partnerID=40&md5=078ae3cf67e376aa994d1401d66915ef","Article","Scopus","2-s2.0-84908692721"
"Zhang, X., Huang, G.H.","Assessment of BTEX-induced health risk under multiple uncertainties at a petroleum-contaminated site: An integrated fuzzy stochastic approach",2011,"Water Resources Research",47,12," W12533",,,,6,"10.1029/2011WR010682","http://www.scopus.com/inward/record.url?eid=2-s2.0-84855392233&partnerID=40&md5=8dbf71401d534c1df71cd8612414f7c1","Article","Scopus","2-s2.0-84855392233"
"Zarei, B., Zarei, A., Modarres, A., Ghavipanjeh, F.","Evaluation of operational research application in environmental management",2006,"Journal of Environmental Studies",31,38,,67,"80+9",,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33744954827&partnerID=40&md5=eb7edfd0d7cfbc4601b5efcf4a2f52b6","Article","Scopus","2-s2.0-33744954827"
"Halkos, G.E., Galani, G.K.","Cost-Effectiveness analysis in reducing nutrient loading in baltic and black seas: A review",2014,"Journal of Environmental Management and Tourism",5,1,,29,52,,,"10.14505/jemt.v5.1(9).03","http://www.scopus.com/inward/record.url?eid=2-s2.0-84911453433&partnerID=40&md5=b27381e01f92a0f99f04a958827a96b8","Article","Scopus","2-s2.0-84911453433"
"Liu, F.-X., Xia, S.-J., Xue, J.-L., Ni, Z.-M.","Adsorption of acid yellow 17 with calcined Zn/Al layered double hydroxides",2015,"Gao Xiao Hua Xue Gong Cheng Xue Bao/Journal of Chemical Engineering of Chinese Universities",29,2,,487,494,,,"10.3969/j.issn.1003-9015.2015.02.038","http://www.scopus.com/inward/record.url?eid=2-s2.0-84929245835&partnerID=40&md5=1ea7efc78a9d8788c271f42b33c5bd89","Article","Scopus","2-s2.0-84929245835"
"Liew, W.H., Hassim, M.H., Ng, D.K.S.","Sustainability assessment for biodiesel production via fuzzy optimisation during research and development (R&D) stage",2014,"Clean Technologies and Environmental Policy",16,7,,1431,1444,,5,"10.1007/s10098-014-0763-2","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921068587&partnerID=40&md5=e1ce933b21200bbf776821ef8936dbc3","Article","Scopus","2-s2.0-84921068587"
"Khataee, A.R., Dehghan, G., Ebadi, E., Pourhassan, M.","Central composite design optimization of biological dye removal in the presence of macroalgae Chara sp",2010,"Clean - Soil, Air, Water",38,8,,750,757,,17,"10.1002/clen.200900295","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957174076&partnerID=40&md5=9a25926f06f21b10640bf37779225c78","Article","Scopus","2-s2.0-77957174076"
"Beck, M.B., Jiang, F., Shi, F., Villarroel Walker, R., Osidele, O.O., Lin, Z., Demir, I., Hall, J.W.","Re-engineering cities as forces for good in the environment",2010,"Proceedings of the Institution of Civil Engineers: Engineering Sustainability",163,1,,31,46,,17,"10.1680/ensu.2010.163.1.31","http://www.scopus.com/inward/record.url?eid=2-s2.0-77952942181&partnerID=40&md5=5c54037a114b7478b45427a5f764d65d","Article","Scopus","2-s2.0-77952942181"
"Liu, S., Li, W.","Characteristics of hydrogen production from anaerobic co-fermentation of pig manure and potato pulp",2012,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering",28,16,,197,202,,5,"10.3969/j.issn.1002-6819.2012.16.031","http://www.scopus.com/inward/record.url?eid=2-s2.0-84867950064&partnerID=40&md5=099d77a6d6bbdf44c12fd7beeeb3c6bd","Article","Scopus","2-s2.0-84867950064"
"Kannan, G.R., Anand, R.","Effect of injection pressure and injection timing on DI diesel engine fuelled with biodiesel from waste cooking oil",2012,"Biomass and Bioenergy",46,,,343,352,,26,"10.1016/j.biombioe.2012.08.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84868501010&partnerID=40&md5=0ee06166ac816a075ad8d4f17da6cb93","Article","Scopus","2-s2.0-84868501010"
"Chen, Y., Chen, H., Zheng, X., Mu, H.","The impacts of silver nanoparticles and silver ions on wastewater biological phosphorous removal and the mechanisms",2012,"Journal of Hazardous Materials","239-240",,,88,94,,19,"10.1016/j.jhazmat.2012.07.049","http://www.scopus.com/inward/record.url?eid=2-s2.0-84867707488&partnerID=40&md5=d7ef8e05b71e7b048e443055b00d2d40","Article","Scopus","2-s2.0-84867707488"
"Alalayah, W.M., Kalil, M.S., Kadhum, A.A.H., Jahim, J., Zaharim, A., Alauj, N.M., El-Shafie, A.","Applications of the Box-Wilson design model for bio-hydrogen production using clostridium saccharoperbutylacetonicum N1-4 (ATCC 13564)",2010,"Pakistan Journal of Biological Sciences",13,14,,674,682,,3,"10.3923/pjbs.2010.674.682","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957667516&partnerID=40&md5=7a7849002efbd4633357d4d2cfceebc0","Article","Scopus","2-s2.0-77957667516"
"Hilson, G.","A proposed framework of eco-efficiency for the nonferrous metal mining sector",1999,"Journal of Environmental Systems",27,3,,191,208,,2,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0013359786&partnerID=40&md5=43de09877442dddef6e7a1f0d7fce27d","Article","Scopus","2-s2.0-0013359786"
"Kralj, A.K.","Selecting different raw materials for methanol production using an MINLP model",2014,"Journal of Natural Gas Science and Engineering",19,,,221,227,,,"10.1016/j.jngse.2014.05.008","http://www.scopus.com/inward/record.url?eid=2-s2.0-84901766246&partnerID=40&md5=04db60aa9986c3512f9e3c9b6d3e2664","Article","Scopus","2-s2.0-84901766246"
"Islam, M.S., Bundy, C., Choudhury, M.A.A.S.","Monoglycerides reduction in rapeseed oil transesterification for production of high quality biodiesel",2014,"International Journal of Oil, Gas and Coal Technology",8,1,,104,116,,,"10.1504/IJOGCT.2014.064428","http://www.scopus.com/inward/record.url?eid=2-s2.0-84906708627&partnerID=40&md5=6e3bcab7a4df3a3ede434ab70d94ddfb","Article","Scopus","2-s2.0-84906708627"
"Savaliya, M.L., Dholakiya, B.Z.","Silica supported microporous melamine tri sulfonic acid catalyst towards biodiesel fuel production from waste cooking oil and utilization of side stream",2015,"Applied Catalysis A: General",494,,,12,21,,1,"10.1016/j.apcata.2015.01.015","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922570457&partnerID=40&md5=724c8c0e5fa73f4537597cd4ac3b7767","Article","Scopus","2-s2.0-84922570457"
"Hu, B., Zhou, W., Min, M., Du, Z., Chen, P., Ma, X., Liu, Y., Lei, H., Shi, J., Ruan, R.","Development of an effective acidogenically digested swine manure-based algal system for improved wastewater treatment and biofuel and feed production",2013,"Applied Energy",107,,,255,263,,19,"10.1016/j.apenergy.2013.02.033","http://www.scopus.com/inward/record.url?eid=2-s2.0-84875089773&partnerID=40&md5=7ca3fd6aeb88827ea9a2d26fa39ecb7b","Article","Scopus","2-s2.0-84875089773"
"Liu, B., Zhang, Y., Zhang, X.","Acid-Gas Storage in a Deep Saline Aquifer: Numerical Sensitivity Study to Evaluate Parameter and Model Uncertainty",2011,"Journal of Hazardous, Toxic, and Radioactive Waste",15,4,,234,250,,2,"10.1061/(ASCE)HZ.1944-8376.0000061","http://www.scopus.com/inward/record.url?eid=2-s2.0-80155148002&partnerID=40&md5=11b9a86daa29e09c58533553ac2ba591","Article","Scopus","2-s2.0-80155148002"
"Steinberger, J.K., Friot, D., Jolliet, O., Erkman, S.","A spatially explicit life cycle inventory of the global textile chain",2009,"International Journal of Life Cycle Assessment",14,5,,443,455,,23,"10.1007/s11367-009-0078-4","http://www.scopus.com/inward/record.url?eid=2-s2.0-67650725798&partnerID=40&md5=23431c53b9e991d3ee6eae6cee0311c3","Article","Scopus","2-s2.0-67650725798"
"Peregrina, C., Arlabosse, P., Lecomte, D., Rudolph, V.","Heat and mass transfer during fry-drying of sewage sludge",2006,"Drying Technology",24,7,,797,818,,25,"10.1080/07373930600733085","http://www.scopus.com/inward/record.url?eid=2-s2.0-33745081827&partnerID=40&md5=15c89e9113ef1df1b54a66595e413e3c","Article","Scopus","2-s2.0-33745081827"
"Chaiprapat, S., Wongchana, S., Loykulnant, S., Kongkaew, C., Charnnok, B.","Evaluating sulfuric acid reduction, substitution, and recovery to improve environmental performance and biogas productivity in rubber latex industry",2015,"Process Safety and Environmental Protection",94,"C",,420,429,,,"10.1016/j.psep.2014.10.002","http://www.scopus.com/inward/record.url?eid=2-s2.0-84925680976&partnerID=40&md5=d0851e9d3320fe4d320133ae6bc6d104","Article","Scopus","2-s2.0-84925680976"
"Finsterle, S., Zhang, Y., Pan, L., Dobson, P., Oglesby, K.","Microhole arrays for improved heat mining from enhanced geothermal systems",2013,"Geothermics",47,,,104,115,,10,"10.1016/j.geothermics.2013.03.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84876315244&partnerID=40&md5=2b2c3383991a9ee4025799215ab7a51d","Article","Scopus","2-s2.0-84876315244"
"Ghoodjani, E., Bolouri, S.H.","A Simulation study of CO2 flooding for EOR and sequestration in bottom water-driven reservoir",2012,"Environmental Engineering and Management Journal",11,4,,747,752,,4,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862505548&partnerID=40&md5=f9a43bccb29726a97eeb9ab061b52207","Article","Scopus","2-s2.0-84862505548"
"Triantafyllou, M.K., Cherrett, T.J.","The logistics of managing hazardous waste: A case study analysis in the UK retail sector",2010,"International Journal of Logistics Research and Applications",13,5,,373,394,,2,"10.1080/13675567.2010.512150","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957693236&partnerID=40&md5=84483ae2e15cfc4a0d04f9c2354fab19","Article","Scopus","2-s2.0-77957693236"
"Vahmani, P., Hogue, T.S.","Urban irrigation effects on WRF-UCM summertime forecast skill over the Los Angeles metropolitan area",2015,"Journal of Geophysical Research: Atmospheres",120,19,,9869,9881,,,"10.1002/2015JD023239","http://www.scopus.com/inward/record.url?eid=2-s2.0-84945480803&partnerID=40&md5=1da52790437c3fda4dda621e5ac86f94","Article","Scopus","2-s2.0-84945480803"
"Liang, S., Zhang, T., Jia, X.","Clustering economic sectors in China on a life cycle basis to achieve environmental sustainability",2013,"Frontiers of Environmental Science and Engineering in China",7,1,,97,108,,9,"10.1007/s11783-012-0402-2","http://www.scopus.com/inward/record.url?eid=2-s2.0-84873248188&partnerID=40&md5=506f8a7a94393b1dc64ce27954ac276b","Article","Scopus","2-s2.0-84873248188"
"Le, D.M., Sørensen, H.R., Knudsen, N.O., Meyer, A.S.","Implications of silica on biorefineries - interactions with organic material and mineral elements in grasses",2015,"Biofuels, Bioproducts and Biorefining",9,1,,109,121,,1,"10.1002/bbb.1511","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920945734&partnerID=40&md5=3cadc1de17315f8dedbd052b47be2e55","Article","Scopus","2-s2.0-84920945734"
"Sieffert, Y., Huygen, J.M., Daudon, D.","Sustainable construction with repurposed materials in the context of a civil engineering-architecture collaboration",2014,"Journal of Cleaner Production",67,,,125,138,,3,"10.1016/j.jclepro.2013.12.018","http://www.scopus.com/inward/record.url?eid=2-s2.0-84894044654&partnerID=40&md5=1ac43fa71d44cbbc59232227ccb27bf9","Article","Scopus","2-s2.0-84894044654"
"Lerner, R.N., Lu, Q., Zeng, H., Liu, Y.","The effects of biofilm on the transport of stabilized zerovalent iron nanoparticles in saturated porous media",2012,"Water Research",46,4,,975,985,,28,"10.1016/j.watres.2011.11.070","http://www.scopus.com/inward/record.url?eid=2-s2.0-84856102248&partnerID=40&md5=335968c594ec6c444cfc0f98e1c9a299","Article","Scopus","2-s2.0-84856102248"
"Senthil Kumar, P., Sai Deepthi, A.S.L., Bharani, R., Prabhakaran, C.","Adsorption of Cu(II), Cd(II) and Ni(II) ions from aqueous solution by unmodified Strychnos potatorum seeds",2013,"European Journal of Environmental and Civil Engineering",17,4,,293,314,,3,"10.1080/19648189.2013.785983","http://www.scopus.com/inward/record.url?eid=2-s2.0-84879289478&partnerID=40&md5=74043b2aa4ddd7b1da0e330d59874aff","Article","Scopus","2-s2.0-84879289478"
"Guo, J., Zhuang, Y., Chen, L., Liu, J., Li, D., Ye, N.","Process optimization for microwave-assisted direct liquefaction of Sargassum polycystum C. Agardh using response surface methodology",2012,"Bioresource Technology",120,,,19,25,,14,"10.1016/j.biortech.2012.06.013","http://www.scopus.com/inward/record.url?eid=2-s2.0-84863456018&partnerID=40&md5=909d1d33b8391aba1036f6c41aa8b536","Article","Scopus","2-s2.0-84863456018"
"Ji, Y., Huang, G.H., Sun, W.","Risk assessment of hydropower stations through an integrated fuzzy entropy-weight multiple criteria decision making method: A case study of the Xiangxi River",2015,"Expert Systems with Applications",42,12,,5380,5389,,2,"10.1016/j.eswa.2014.12.026","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939961688&partnerID=40&md5=af70332c34116d5f69a742d4b0d21a53","Article","Scopus","2-s2.0-84939961688"
"Declaye, S., Quoilin, S., Guillaume, L., Lemort, V.","Experimental study on an open-drive scroll expander integrated into an ORC (Organic Rankine Cycle) system with R245fa as working fluid",2013,"Energy",55,,,173,183,,60,"10.1016/j.energy.2013.04.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-84878654527&partnerID=40&md5=0d34f0e0881034325490f7e94b6ebaf1","Article","Scopus","2-s2.0-84878654527"
"Pihlajaniemi, V., Sipponen, M.H., Pastinen, O., Lehtomäki, I., Laakso, S.","Yield optimization and rational function modelling of enzymatic hydrolysis of wheat straw pretreated by NaOH-delignification, autohydrolysis and their combination",2015,"Green Chemistry",17,3,,1683,1691,,1,"10.1039/c4gc02218a","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924386520&partnerID=40&md5=d08f2806ea0b2b2d2405b17a9a43e2cb","Article","Scopus","2-s2.0-84924386520"
"Zhang, H., Huang, G.H.","Development of climate change projections for small watersheds using multi-model ensemble simulation and stochastic weather generation",2013,"Climate Dynamics",40,"3-4",,805,821,,4,"10.1007/s00382-012-1490-1","http://www.scopus.com/inward/record.url?eid=2-s2.0-84874945230&partnerID=40&md5=2b09291bffb270fb6ffbabd17824647c","Article","Scopus","2-s2.0-84874945230"
"Carelli, M.D., Garrone, P., Locatelli, G., Mancini, M., Mycoff, C., Trucco, P., Ricotti, M.E.","Economic features of integral, modular, small-to-medium size reactors",2010,"Progress in Nuclear Energy",52,4,,403,414,,44,"10.1016/j.pnucene.2009.09.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-76549086138&partnerID=40&md5=0a1e99b22ba1afb5c32b8c81cdf64cac","Article","Scopus","2-s2.0-76549086138"
"Jo, H.-J., Jung, J.","Quantification of differentially expressed genes in Daphnia magna exposed to rubber wastewater",2008,"Chemosphere",73,3,,261,266,,5,"10.1016/j.chemosphere.2008.06.038","http://www.scopus.com/inward/record.url?eid=2-s2.0-50049133995&partnerID=40&md5=23fcd5900578d5faec0da432a9f864de","Article","Scopus","2-s2.0-50049133995"
"Malcolm, A., Zhang, L., Linninger, A.A.","Optimal regulations for sustainable chemical manufacturing",2007,"International Journal of Environment and Pollution",29,"1-3",,144,164,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248151899&partnerID=40&md5=b80c8b52d5fd7a7410821a8db21c9c25","Article","Scopus","2-s2.0-34248151899"
"Jin, B., Wang, S., Xing, L., Li, B., Peng, Y.","Long term effect of alkali types on waste activated sludge hydrolytic acidification and microbial community at low temperature",2016,"Bioresource Technology",200,,,587,597,,,"10.1016/j.biortech.2015.10.036","http://www.scopus.com/inward/record.url?eid=2-s2.0-84946600091&partnerID=40&md5=86e7c280cc3a2f27dc520a7341322796","Article","Scopus","2-s2.0-84946600091"
"Zhang, X., Li, W., Blatchley, E.R., Wang, X., Ren, P.","UV/chlorine process for ammonia removal and disinfection by-product reduction: Comparison with chlorination",2015,"Water Research",68,,,804,811,,4,"10.1016/j.watres.2014.10.044","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922326757&partnerID=40&md5=4200d5ef2030884b5dcace6c04a026c5","Article","Scopus","2-s2.0-84922326757"
"Iakovleva, E., Sillanpää, M.","The use of low-cost adsorbents for wastewater purification in mining industries",2013,"Environmental Science and Pollution Research",20,11,,7878,7899,,10,"10.1007/s11356-013-1546-8","http://www.scopus.com/inward/record.url?eid=2-s2.0-84885937298&partnerID=40&md5=699356a648dcf4e2e690683b20e6849c","Article","Scopus","2-s2.0-84885937298"
"Abejón, R., De Cazes, M., Belleville, M.P., Sanchez-Marcano, J.","Large-scale enzymatic membrane reactors for tetracycline degradation in WWTP effluents",2015,"Water Research",73,,,118,131,,1,"10.1016/j.watres.2015.01.012","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921955420&partnerID=40&md5=ba0c1ed484a42cf23922b6380a435bc0","Article","Scopus","2-s2.0-84921955420"
"Rittmann, S., Seifert, A., Herwig, C.","Quantitative analysis of media dilution rate effects on Methanothermobacter marburgensis grown in continuous culture on H 2 and CO 2",2012,"Biomass and Bioenergy",36,,,293,301,,11,"10.1016/j.biombioe.2011.10.038","http://www.scopus.com/inward/record.url?eid=2-s2.0-84355161517&partnerID=40&md5=30f49e67d7e19cd43ffbda8a583ff5e4","Article","Scopus","2-s2.0-84355161517"
"Zeng, B., Lu, X., Liu, H.","Influence of CFB (circulating fluidized bed) boiler bottom ash heat recovery mode on thermal economy of units",2010,"Energy",35,9,,3863,3869,,5,"10.1016/j.energy.2010.05.040","http://www.scopus.com/inward/record.url?eid=2-s2.0-77955280088&partnerID=40&md5=90c0a101f6f2750083d2a2899a04bb99","Article","Scopus","2-s2.0-77955280088"
"Alomá, I.C., Rodríguez, I., Calero, M., Blázquez, G.","Biosorption of Cr6+ from aqueous solution by sugarcane bagasse",2014,"Desalination and Water Treatment",52,"31-33",,5912,5922,,5,"10.1080/19443994.2013.812521","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907877287&partnerID=40&md5=16a501f75d04dfc46db87f33e9324acf","Article","Scopus","2-s2.0-84907877287"
"De, M., Hipel, K.W.","A fuzzy multicriteria model for comparing energy projects",1987,"Energy",12,7,,599,613,,9,"10.1016/0360-5442(87)90101-0","http://www.scopus.com/inward/record.url?eid=2-s2.0-0023383194&partnerID=40&md5=ff087bccb2790c40c7ea4de75e352a0b","Article","Scopus","2-s2.0-0023383194"
"Suteu, D., Coseri, S., Badeanu, M., Zaharia, C.","Valorization of food wastes as sorbent for dye retention from aqueous medium",2015,"Desalination and Water Treatment",54,9,,2570,2580,,,"10.1080/19443994.2014.898001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928429683&partnerID=40&md5=98410a888145fe554de90f74d9d4a225","Article","Scopus","2-s2.0-84928429683"
"Kanthale, P.M., Gogate, P.R., Pandit, A.B.","Modeling aspects of dual frequency sonochemical reactors",2007,"Chemical Engineering Journal",127,"1-3",,71,79,,23,"10.1016/j.cej.2006.09.023","http://www.scopus.com/inward/record.url?eid=2-s2.0-33846860661&partnerID=40&md5=97661147188800df4d81c2578159d184","Article","Scopus","2-s2.0-33846860661"
"Fu, B.-R., Lee, Y.-R., Hsieh, J.-C.","Design, construction, and preliminary results of a 250-kW organic Rankine cycle system",2015,"Applied Thermal Engineering",80,,,339,345,,3,"10.1016/j.applthermaleng.2015.01.077","http://www.scopus.com/inward/record.url?eid=2-s2.0-84923260967&partnerID=40&md5=823c423d5fa93f23fa71bdc17244ef26","Article","Scopus","2-s2.0-84923260967"
